防御;fángyù;оборона, обороняться, оборонительный;
撤销;chèxiāo;отменять, аннулировать, упразднять;
妄想;wàngxiǎng;строить несбыточные планы, несбыточные надежды, бредовые идеи;
命名;mìngmíng;давать название (имя), называть, нарекать;
事务;shìwù;дела, деловой;国家事务 [guójiā shìwù] — государственные дела
解放;jiěfàng;освобождать, освобождение, освободительный;解放思想 [jiěfàng sīxiǎng] — раскрепостить сознание, научиться свободно мыслить
司法;sīfǎ;юстиция, правосудие;
谣言;yáoyán;сплетня, клевета, утка;制造谣言 [zhìzào yáoyán] — фабриковать [распускать] слухи
版本;bǎnběn;издание;
报酬;bàochou;вознаграждение, плата, оплата;劳动报酬 [láodòng bàochou] — вознаграждение [плата] за труд
动静;dòngjing;движения, звуки, шорохи;
着想;zhuóxiǎng;проявлять заботу, заботиться о ком-либо/чём-либо;
人性;rénxìng;человеческая натура [природа];
丧失;sàngshī;утратить, потерять, лишиться;
铺;pū;расстилать, стелить;铺地毯 [pū dìtǎn] — стелить [расстилать] ковёр; 用石头铺路 [yòng shítou pūlù] — мостить дорогу булыжником
辐射;fúshè;излучать, испускать лучи, сиять, радиация, излучение, радиационный;
粗鲁;cūlǔ;невежливый, неучтивый, грубый;
带领;dàilǐng;вести (за собой), возглавлять;
挪;nuó;передвигать, перемещать;把桌子挪一下 [bǎ zhuōzi nuóyīxià] — передвинуть стол
迫不及待;pòbùjídài;обстоятельства не терпят, безотлагательный;
潜水;qiánshuǐ;нырять, подводный, водолазный;潜水衣 [qiánshuǐyī] — водолазный костюм
光荣;guāngróng;слава, честь и слава, почёт, почётный, славный;光荣传统 [guāngróng chuántǒng] — славные традиции; 光荣榜 [guāngróngbǎng] — доска почёта
违背;wéibèi;нарушать, идти против, не соблюдать (напр., обещаний);
挨;āi;рядом, около;你挨着我坐吧 ! [nǐ āizhe wǒ zuò ba] — садись рядом со мной
遗产;yíchǎn;наследство, наследие;
瞬间;shùnjiān;[en] in the twinkling of an eye; in an instant; momentary
正经;zhèngjing;порядочный, честный;
圈套;quāntào;западня, ловушка, сети;
看待;kàndài;рассматривать как…, относиться как-либо к кому-либо/чему-либо;把他当父亲看待 считать его за отца, обходиться как с отцом
惊奇;jīngqí;удивляться, изумляться, дивиться;
人格;réngé;личность, персона;人格化 [réngéhuà] — персонификация
珍贵;zhēnguì;драгоценный, ценный, дорогой;
思维;sīwéi;мыслить, думать;
先进;xiānjìn;передовой;先进工作者 [xiānjìn gōngzuòzhě] — передовик
级别;jíbié;разряд, ранг, уровень, ступень;外交级别 [wàijiāo jíbié] — дипломатический ранг
竞赛;jìngsài;соревнование, состязание, гонки;军备竞赛 [jūnbèi jìngsài] — гонка вооружений
真理;zhēnlǐ;правда, истина;
垫;diàn;подкладывать, подстилать;垫褥子 [diàn rùzi] — подложить матрац; 垫干草 [diàn gāncǎo] — подостлать солому
革命;gémìng;революция, революционный;
引导;yǐndǎo;вести (за собой), направлять;
岩石;yánshí;горная порода, камень;
迷惑;míhuo;теряться, быть сбитым с толку;
干涉;gānshè;вмешиваться, вмешательство, интервенция;武装干涉 [wǔzhuāng gānshè] — вооружённое вмешательство
学位;xuéwèi;учёная степень;
嫌;xián;досадовать, быть недовольным, тяготиться;他嫌这里太闹 [tā xián zhèli tài nào] — он недоволен, что здесь слишком шумно
嫌疑;xiányí;подозрение, подозрительный;
交叉;jiāochā;пересекаться, перекрещиваться, перемежаться, перекрёстный;
纳闷儿;nàmènr;недоумевать, находиться в недоумении, не понимать;
元首;yuánshǒu;глава (государства);
人间;rénjiān;в мире, на (белом) свете;人间地狱 [rénjiān dìyù] — ад на земле, сущий ад
本能;běnnéng;инстинкт, инстинктивно;自卫的本能 [zìwèide běnnéng] — инстинкт самосохранения; 本能地闭上眼睛 [běnnéngde bìshang yǎnjing] — инстинктивно закрыть глаза
修复;xiūfù;восстанавливать, реставрировать;文物修复 [wénwù xiūfù] — реставрация памятников культуры
认定;rèndìng;считать, утверждать, признавать;
拳头;quántóu;кулак;
抵达;dǐdá;прибыть, приехать;
一流;yīliú;первоклассный;
悲哀;bēi’āi;печальный, скорбный, печаль, горе;悲哀的样子 [bēi’āide yàngzi] — скорбный вид
坑;kēng;яма, впадина;污水坑 [wūshuǐkēng] — помойная [выгребная] яма
发觉;fājué;обнаружить, заметить;
居住;jūzhù;проживать, жить;居住条件 [jūzhù tiǎojiàn] — условия проживания, квартирные условия
呈现;chéngxiàn;появляться, показываться, возникать;
别墅;biéshù;загородный дом, дача;
识别;shíbié;различать, распознавать;
等候;děnghòu;ждать, ожидать;
失误;shīwù;промах, ошибка;
和解;héjiě;мирно разрешить (напр., конфликт), помириться;民族和解 [mínzú héjiě] — национальное примирение
元素;yuánsù;элемент;
贪婪;tānlán;жадный, алчный;
传达;chuándá;передавать;
镇定;zhèndìng;сохранять спокойствие, быть спокойным, спокойный;
清晰;qīngxī;ясный, отчётливый, разборчивый;
捏;niē;взять пальцами, мять, лепить;捏住笔 [niēzhù bǐ] — взять ручку [карандаш]; 捏饺子 [niē jiǎozi] — лепить пельмени
麻醉;mázuì;наркоз, анестезия, обезболивать, дурманить;
细菌;xìjūn;бактерия, бактериальный, бактериологический;细菌武器 [xìjūn wǔqì] — бактериологическое оружие
眼光;yǎnguāng;взгляд, взор;
无知;wúzhī;невежество, невежественный;
仪器;yíqì;прибор, аппарат;
杰出;jiéchū;выдающийся, блестящий;
放大;fàngdà;увеличивать;放大镜 [fàngdàjìng] — увеличительное стекло, лупа
往常;wǎngcháng;обычно, обыкновенно, всегда;
亲热;qīnrè;радушный, сердечный, тёплый;
风趣;fēngqù;жанр, стиль, вкус, интерес;饶有风趣 быть очень интересным, весьма увлекательный (занимательный)
诞生;dànshēng;родиться, рождение;
忠实;zhōngshí;верный, преданный, верность;
符号;fúhào;символ, знак отличия, эмблема;标点符号 [biāodiǎn fúhào] — знаки препинания
指定;zhǐdìng;определить, установить;
以便;yǐbiàn;для того, чтобы..;
鉴定;jiàndìng;дать оценку, дать заключение, аттестовать;
蹦;bèng;прыгать, скакать, подпрыгивать;
纤维;xiānwéi;волокно, волокна;合成纤维 [héchéng xiānwéi] — синтетическое волокно
盗窃;dàoqiè;красть, расхищать, воровать;
推销;tuīxiāo;сбывать, реализовывать (продукцию);
宣誓;xuānshì;присягать, клясться, клятва, присяга;
需求;xūqiú;потребность, спрос;
雷达;léidá;радар, радиолокатор;雷达站 [léidázhàn] — радиолокационная станция
跪;guì;стоять на коленях, преклонить колени;跪着一条腿 [guìzhe yītiáo tuǐ] — опуститься на одно колено, преклонить колено
终身;zhōngshēn;пожизненный;终身制 [zhōngshēnzhì] — система пожизненного занятия должностей
煎;jiān;жарить, поджаривать, жареный;煎鱼 [jiān yú] — жарить рыбу; 煎鸡蛋 [jiān jīdàn] — жарить яичницу
捣乱;dǎoluàn;устраивать беспорядок, скандалить, мутить воду;
哄;hōng;шуметь, галдеть, шум;
福利;fúlì;благосостояние;福利设施 [fúlì shèshī] — учреждения социально-бытового обслуживания
驱逐;qūzhú;изгнать, выгнать, прогнать;
牵扯;qiānchě;впутать, втянуть, быть замешанным;
探索;tànsuǒ;искать, доискиваться, поиск;
循环;xúnhuán;циркулировать, обращаться, совершать круговорот;
财务;cáiwù;финансы, финансовый;
局势;júshì;положение, обстановка, ситуация, конъюнктура;紧张局势 [jǐnzhāng júshì] — напряжённая обстановка, напряжённость
运行;yùnxíng;движение, двигаться, курсировать, работать (о компьютерной программе и т.п.);
终止;zhōngzhǐ;кончить, прекратить, приостановить;
模样;múyàng;приблизительно, около, примерно;
峡谷;xiágǔ;ущелье, каньон;
频率;pínlǜ;частота, частотность;
登陆;dēnglù;высаживаться (о десанте), высадка, десант;
含义;hányì;значение, смысл;
资助;zīzhù;материально поддерживать, оказывать материальную помощь;
挖掘;wājué;копать, рыть;
拖延;tuōyán;затягивать, откладывать: проволочка;
优先;yōuxiān;в первую очередь, преимущественный;
以往;yǐwǎng;прежде, в прошлом;
争夺;zhēngduó;бороться за, оспаривать;
赋予;fùyǔ;предоставлять, давать, наделять;
回避;huíbì;избегать, уклоняться;
警惕;jǐngtì;быть бдительным, проявлять бдительность, бдительность;
妥协;tuǒxié;идти на компромисс, соглашаться, соглашательство, компромисс;
精确;jīngquè;точный, точность;
钞票;chāopiào;бумажные деньги, банкноты, кредитный билет;
演绎;yǎnyì;дедукция;
依赖;yīlài;находиться в зависимости от кого-либо/чего-либо, зависеть от кого-либо/чего-либо;依赖性 [yīlàixìng] — зависимость
上瘾;shàngyǐn;пристраститься к чему-либо, заразиться дурной привычкой;
电源;diànyuán;источник тока, электропитание;
气色;qìsè;цвет лица, вид;
意图;yìtú;намерение, замысел;
坚定;jiāndìng;твёрдый, стойкий;
倾听;qīngtīng;прислушиваться;
玩弄;wánnòng;играть кем-либо/чем-либо, пустить в ход (напр., обманные трюки);
新郎;xīnláng;молодой, новобрачный, жених (на свадьбе);
童话;tónghuà;сказка;
吩咐;fēnfù;велеть, приказать, распорядиться;
高尚;gāoshàng;высокий, возвышенный, благородный;
偏见;piānjiàn;предубеждение, предвзятость, тенденциозность;
保管;bǎoguǎn;хранить, содержать, управлять;保管文件 [bǎoguǎn wénjiàn] — хранить документы
解散;jiěsàn;распустить (напр. парламент), расформировать разогнать, разойдись! (команда);
焦点;jiāodiǎn;фокус, суть;问题的焦点 [wèntíde jiāodiǎn] — суть проблемы
无耻;wúchǐ;без стыда и совести, бесстыжий;
战略;zhànlüè;стратегия, стратегический;战略物资 [zhànlüè wùzī] — стратегические ресурсы
仍旧;réngjiù;по-старому, по-прежнему;
首要;shǒuyào;важнейший, первейший, первоочередной;
脉搏;màibó;пульс;数脉搏 [shǔ màibó] — считать пульс
封闭;fēngbì;закрыть, опечатать;封闭式 [fēngbìshì] — закрытого типа, закрытый
走私;zǒusī;заниматься контрабандой, контрабанда;走私贩 [zǒusīfàn] — торговец контрабандным товаром; 走私毒品 [zǒusī dúpǐn] — контрабандой ввозить наркотики
出路;chūlù;выход (из какого-либо положения);没有出路 [méiyǒu chūlì] — нет выхода, безвыходный
掏;tāo;вынимать, вытаскивать;把钱掏出来 [bǎ qián tāochulai] — вынуть [достать] деньги (напр., из кармана)
动脉;dòngmài;артерия;动脉硬化症 [dòngmài yìnghuàzhèng] — атеросклероз
目睹;mùdǔ;видеть своими глазами, быть очевидцем;
恶化;èhuà;ухудшаться, ухудшение;两国关系恶化了 [liǎngguó guānxì èhuàle] — отношения между двумя странами ухудшились
阻碍;zǔ’ài;мешать, препятствовать;
监督;jiāndū;контролировать, надзирать, контроль, надзор;
幼稚;yòuzhì;детский, ребяческий;
宪法;xiànfǎ;конституция;
面子;miànzi;престиж, доброе имя, репутация, достоинство, честь;丢面子 [diū miànzi] — потерять лицо, осрамиться; 保全面子 [bǎoquán miànzi] — спасти (свою) репутацию, сохранить лицо
激励;jīlì;вдохновлять, поднимать (дух);
歧视;qíshì;дискриминация;种族歧视 [zhǒngzú qíshì] — расовая дискриминация
极限;jíxiàn;максимум, предел;
严厉;yánlì;строгий, строго;
特定;tèdìng;специально установленный, особо определённый, особый, специальный;
港口;gǎngkǒu;порт, гавань, бухта, портовый;
曝光;bàoguāng;экспозиция, выдержка;曝光计 [bàoguāngjì] — экспонометр
扑;pū;бросаться на кого-либо/что-либо, кинуться;狗向人扑来 [gǒu xiàng rén pūlai] — собака бросилась на человека; 扑到怀里 [pū dào huáili] — броситься в объятья
引用;yǐnyòng;цитировать, приводить (напр., цитаты), ссылаться на что-либо;
纯洁;chúnjié;чистота, чистоплотность;
古董;gǔdǒng;антиквариат;
知觉;zhījué;сознание, чувства;失掉知觉 [shīdiào zhījué] — потерять сознание
压抑;yāyì;подавить, сдержать (напр., чувства);
流浪;liúlàng;скитаться, бродяжничать;流浪汉 [liúlànghàn] — бродяга
进化;jìnhuà;эволюция, эволюционный;进化论 [jìnhuàlùn] — эволюционное учение
发行;fāxíng;выпускать, издавать;
遥远;yáoyuǎn;далёкий, отдалённый, дальний;
挽回;wǎnhuí;выправить, поправить, исправить (напр., положение), восстановить (напр., права);
途径;tújìng;путь, дорога;谈判途径 [tánpàn tújìng] — путь переговоров
着手;zhuóshǒu;приступить, начать, приняться;
炫耀;xuànyào;[en] to show off; flaunt
唠叨;láodao;ворчать, брюзжать;
目光;mùguāng;взор, взгляд;
摇摆;yáobǎi;качаться, раскачиваться, шататься;
镇静;zhènjìng;спокойный, хладнокровный;保持镇静 [bǎochí zhènjìng] — сохранять спокойствие [хладнокровие]
处置;chǔzhì;упорядочивать, налаживать, принимать меры;
名誉;míngyù;доброе имя, репутация, честь;名誉主席 [míngyù zhǔxí] — почётный председатель
保障;bǎozhàng;гарантировать, обеспечивать, гарантия, обеспечение;保障人权 [bǎozhàng rénquán] — гарантировать права человека
解剖;jiěpōu;вскрывать, анатомировать;
腐烂;fǔlàn;разлагаться, гнить, преть, гнилой;
统计;tǒngjì;статистика, статистический;统计局 [tǒngjìjú] — статистическое управление
生理;shēnglǐ;физиология, физиологический;生理学 [shēnglǐxué] — физиология (наука)
束;shù;сч. сл. связка, пучок, букет;
容器;róngqì;ёмкость, сосуд;
刑事;xíngshì;уголовное дело, уголовный;刑事案件 [xíngshì ànjiàn] — уголовное дело; 刑事责任 [xíngshì zérèn] — уголовная ответственность
融化;rónghuà;таять, плавиться, таяние;
空白;kòngbái;пробел, пустое место;填补空白 [tiánbǔ kòngbái] — заполнить пустые места
捞;lāo;вылавливать, доставать из воды;捞鱼 [lāo yú] — ловить рыбу
打猎;dǎliè;охотиться;
跨;kuà;перешагивать, переходить через, переступать;跨过小沟 [kuàguò xiǎogōu] — перешагивать через канаву
祖国;zǔguó;родина, отечество;
奉献;fèngxiàn;почтительно преподнести, иметь честь предложить;
场所;chǎngsuǒ;место, пункт, арена;公共场所 [gōnggòng chǎngsuǒ] — общественные места
要命;yàomìng;крайне, невыносимо, до смерти, лишить кого-либо жизни, привести к смерти;
精心;jīngxīn;тщательный, тщательно;
床单;chuángdān;простыня;
固执;gùzhí;упрямый, несговорчивый, упрямиться, упрямство;固执己见 [gùzhí jǐjiàn] — упорно стоять на своём
冷酷;lěngkù;холодный, чёрствый, бездушный, бессердечный;
榜样;bǎngyàng;образец, пример;作出榜样 [zuòchū bǎngyàng] — показать пример
和谐;héxié;гармоничный, гармония;音调和谐 [yīndiào héxié] — мелодичный, благозвучный
勉强;miǎnqiǎng;с трудом, еле-еле, через силу;
纠正;jiūzhèng;исправлять, корректировать;纠正错误 [jiūzhèng cuòwù] — исправлять ошибки
条款;tiáokuǎn;статьи (напр., закона);
关照;guānzhào;присматривать за, заботиться;
损坏;sǔnhuài;испортить, поломать, поломка;
包装;bāozhuāng;упаковывать, упаковка;
中断;zhōngduàn;прекратить(ся), прервать(ся);
英勇;yīngyǒng;доблестный, героический;
粒;lì;зерно, крупинка;米粒儿 [mǐlìr] — зёрнышко риса
番;fān;сч. сл. раз;翻番 [fān yī fān] — увеличить(ся) в два раза; 这番话 [zhèfān huà] — эти слова
液体;yètǐ;жидкость, жидкое тело;
担保;dānbǎo;ручаться, гарантировать, поручительство, гарантия;担保人 [dānbǎorén] — поручитель
报答;bàodá;отблагодарить, воздать, отплатить;
认可;rènkě;дать согласие, разрешить, согласие;
势力;shìli;сила, могущество, влияние;势力范围 [shìli fànwéi] — сфера влияния
资产;zīchǎn;имущество, состояние, актив;
占领;zhànlǐng;оккупировать, занять, оккупация;
饥饿;jī’è;голодать, голод;
销毁;xiāohuǐ;уничтожить, сжечь (напр., вещественные доказательства);销毁核武器 [xiāohuǐ héwǔqì] — уничтожить ядерное оружие
注视;zhùshì;пристально следить, проявлять неослабное внимание;
财政;cáizhèng;финансовый, финансы;财政部 [cáizhèngbù] — министерство финансов
上级;shàngjí;вышестоящие инстанции, руководство;
缺陷;quēxiàn;изъян, дефект, недостаток;
磕;kē;стукнуть(ся), ударить(ся);头磕在墙上 [tóu kē zài qiángshang] — стукнуться головой о стенку
憋;biē;удержаться, сдержаться;憋住不哭 [biēzhù bù kū] — сдержать слёзы
差别;chābié;разница, различие, отличие;年龄差别 [niánlíng chābié] — разница в возрасте
制止;zhìzhǐ;пресечь, остановить, положить конец;
依旧;yījiù;по-старому, по-прежнему, как и раньше;
部位;bùwèi;расположение, место;
言论;yánlùn;речи, слова;言论自由 [yánlùn zìyóu] — свобода слова
活该;huógāi;получить по заслугам, поделом;
恰当;qiàdàng;подходящий, надлежащий;
脂肪;zhīfáng;сало, жир;
磁带;cídài;магнитофонная лента;
塌;tā;рухнуть, обвалиться;房子塌了 [fángzi tāle] — дом рухнул
埋葬;máizàng;хоронить;
占据;zhànjù;захватить, занять, овладеть;
华丽;huálì;роскошный, пышный, великолепный;
答复;dáfù;отвечать, ответ;
疤;bā;шрам, рубец;脸上留下一个疤 [liǎnshang liúxia yīge bā] — на лице остался шрам
横;héng;поперечный, поперёк;横过街道 [héngguò jiēdào] — пересечь улицу, перейти через улицу
岗位;gǎngwèi;пост, должность;
前提;qiántí;предпосылка;
大伙儿;dàhuǒr;вся компания, всей компанией, сообща;
光芒;guāngmáng;луч, сияние, свет;光芒万丈 [guāngmáng wànzhàng] — сиять ярким светом, лучезарный
粉色;fěnsè;пастель, бледный цвет;
揭露;jiēlù;разоблачить, раскрыть, изобличить, уличить, вскрыть;
近来;jìnlái;за последнее время;
比方;bǐfang;пример, например;比方说 [bǐfang shuō] — к примеру сказать, например
屈服;qūfú;покориться, склонить голову, подчиниться;
膜;mó;плёнка, оболочка, кожица, перепонка;鼓膜 [gǔmó] — барабанная перепонка; 胸膜 [xiōngmó] — плевра
诈骗;zhàpiàn;вымогать, выманивать, вымогательство, мошенничество;
是非;shìfēi;правда и неправда, истина и ложь;
崭新;zhǎnxīn;новейший, абсолютно новый;
亦;yì;также, тоже, и;
昂贵;ángguì;дорогой, втридорога;
彩票;cǎipiào;лотерейный билет;
履行;lǚxíng;выполнять (напр., договор, обещание), исполнять (напр., обязанности, долг);
沉重;chénzhòng;тяжёлый, тяжело;沉重的脚步 [chénzhòngde jiǎobù] — тяжёлые шаги, тяжёлая поступь
家属;jiāshǔ;члены семьи, семья;
回收;huíshōu;собирать, закупать (утильсырьё), рекуперация, регенерация;
化验;huàyàn;химический анализ;化验室 [huàyànshì] — лаборатория
蚂蚁;mǎyǐ;[en] ant
演习;yǎnxí;манёвры, учения, репетировать, репетиция;
束缚;shùfù;связать, сковать, ограничить, оковы, путы;束缚 … 的手脚 [shùfù… de shǒujiǎo] — связать кого-либо по рукам и ногам
僵硬;jiāngyìng;одеревенеть, окостенеть;
忧郁;yōuyù;тоска, скука, меланхолия, ипохондрия;
平凡;píngfán;заурядный, обыкновенный, простой;
全力以赴;quánlìyǐfù;всеми силами;
黎明;límíng;рассвет;
顽固;wángù;упрямый, упорный;
贩卖;fànmài;торговать;
瘫痪;tānhuàn;паралич, быть парализованным;
泼;pō;вылить, выплеснуть;泼妇 [pōfù] — скандальная баба, фурия
比喻;bǐyù;образное выражение, метафора;
免得;miǎnde;во избежание, чтобы не;
传单;chuándān;листовка;
皇帝;huángdì;император;
协调;xiétiáo;координировать, согласовывать, согласованный;
万分;wànfēn;в высшей степени, крайне, чрезвычайно;
跟随;gēnsuí;следовать за, идти с, сопровождать;
罕见;hǎnjiàn;редкий, редко встречающийся;
缘故;yuángù;причина;
起初;qǐchū;в самом начале, в начале, сначала;
安宁;ānníng;спокойствие, безмятежность, спокойный, безмятежный;
兑现;duìxiàn;обналичить, погасить (задолженность), выполнить обещание;
为难;wéinán;затруднения;
腐败;fǔbài;гнить, разлагаться, гнилой;老腐败 разложившийся человек
毫米;háomǐ;миллиметр;
当面;dāngmiàn;в лицо, с глазу на глаз, лично;
当场;dāngchǎng;на месте (действия), тут же;当场捕获 [dāngchǎng bǔhuò] — задержать [арестовать] на месте (преступления)
片刻;piànkè;момент, миг, минутка;
油漆;yóuqī;масляная краска, лак, красить, лакировать;油漆工 [yóuqīgōng] — маляр
方位;fāngwèi;азимут, пеленг;全方位 [quán fāngwèi] — по всем направлениям, всеохватывающий
往事;wǎngshì;прошлые дела, былое, прошлое;
分辨;fēnbiàn;различать, разбираться в (чём-л.);分辨真假 [fēnbiàn zhēn jiǎ] — отличать фальшивое от истинного, различать где истина, а где фальшь
难得;nándé;редко когда, в кои веки;
溅;jiàn;брызгать;衣服溅上泥了 [yīfu jiànshàng níle] — одежда забрызгана грязью; 火花飞溅 [huǒhuā fēijiàn] — брызгают искры
恩怨;ēnyuàn;любовь и ненависть, симпатия и антипатия;
功劳;gōnglao;заслуга, подвиг;
行政;xíngzhèng;администрация, административный;行政区 [xíngzhèngqū] — административный район
安置;ānzhì;устроить, разместить;
原告;yuángào;истец, жалобщик;
信赖;xìnlài;довериться, положиться;
跌;diē;падать (о человеке), снижаться, падать, опускаться;从自行车上跌下 [cóng zìxíngchēshàng dièxià] — упасть с велосипеда; 药价跌了 [yàojià diēle] — цены на медикаменты снизились
战役;zhànyì;битва, сражение;
殴打;ōuda;бить, избивать;
权威;quánwēi;авторитет, авторитетный;
偿还;chánghuán;возвращать, возмещать;
作风;zuòfēng;стиль (работы);
罢工;bàgōng;забастовка, бастовать;静坐罢工 [jìngzuò bàgōng] — сидячая забастовка
智商;zhìshāng;интелект, IQ;
迈;mài;идти широким шагом, шагать;向前迈一大步 [xiàng qián mài yī dà bù] — сделать большой шаг вперёд; 迈过小沟 [màiguò xiǎogōu] — перешагнуть через канаву
兜;dōu;карман, мешочек;裤兜 [kùdōu] — карман брюк ; 网兜 [wǎngdōu] — сетка, авоська
强制;qiángzhì;принудительный, принуждение;强制 (性) 手段 [qiángzhì(xìng) shǒuduàn] — методы принуждения
师范;shīfàn;педагогический;师范学院 [shīfàn xuéyuàn] — педагогический институт
便利;biànlì;удобный, удобство;
烹饪;pēngrèn;готовить, стряпать, кулинария;
免疫;miǎnyì;иммунитет;
澄清;chéngqīng;чистый, прозрачный, прояснить;
扩散;kuòsàn;распространять(ся), диффузия;
预期;yùqī;предполагаемый, ожидаемый;
过失;guòshī;промах, ошибка, проступок;
竭尽全力;jiéjìnquánlì;изо всех сил;
依据;yījù;основываться на, на основании, основание;
拧;níng;отжимать, выжимать;拧手巾 [níngshǒujīn] — выжать полотенце
图案;tú’àn;орнамент, рисунок (напр., ткани);
规划;guīhuà;план, планирование, планировать;
拿手;náshǒu;сильная сторона, достоинство, конёк;拿手好戏 [náshǒu hǎoxì] — коронный номер
孔;kǒng;дыра, отверстие, щель, пролёт (моста), Конфуций, конфуцианский;针孔 [zhēnkǒng] — ушко иглы; 孔孟之道 [kǒng mèng zhī dào] — учение Конфуция и Мэнцзы
后代;hòudài;будущие поколения, потомки;
卡通;kǎtōng;мультфильм, карикатура;
航行;hángxíng;плавать, плавание, рейс;
支撑;zhīcheng;подпирать, держать (снизу), с трудом, еле-еле, держаться из последних сил;
执着;zhízhuó;[en] to refuse to change one's viewpoint
淋;lín;полить, намочить, мокнуть;淋雨 [línyǔ] — мокнуть под дождём
同胞;tóngbāo;соотечественники;
伴随;bànsuí;сопровождать, сопутствовать;
沼泽;zhǎozé;болото, трясина;
祖先;zǔxiān;предки;
珍珠;zhēnzhū;жемчуг, жемчужина;
案例;ànlì;судебное дело, разбирательство;
折腾;zhēteng;ворочаться, переворачиваться, возиться (с каким-либо делом);
恼火;nǎohuǒ;вспылить, взорваться, раздражаться;
导航;dǎoháng;навигация;雷达导航 [léidá dǎoháng] — радиолокационная навигация
体面;tǐmiàn;приличие, достоинство, приличный;
探望;tànwàng;смотреть, высматривать, навестить, проведать (напр., друга);
临床;línchuáng;клинический;临床诊断 [línchuáng zhěnduàn] — клинический диагноз
迟钝;chídùn;[en] slow (witted); stupid; dull
外界;wàijiè;внешний мир, посторонние, окружение;
颇;pō;весьма, очень;颇大 [pōdà] — весьма большой; 颇感兴趣 [pōgǎn xìngqù] — проявлять большой интерес
准则;zhǔnzé;критерий, норма, правило;
事态;shìtài;положение дел, ситуация, ход событий;
覆盖;fùgài;покрывать, покров;覆盖面 [fùgàimiàn] — площадь покрытия, площадь [широта] охвата (напр., телевещанием)
初步;chūbù;первый шаг, начальный, предварительный, прежде всего;初步结果 [chūbù jiéguǒ] — первые результаты; 初步计划 [chūbù jìhuà] — предварительный план
示范;shìfàn;показать пример, показательный, образцовый;
先前;xiānqián;раньше, прежде, в своё время;
边界;biānjiè;граница, пограничная линия, рубеж;边界线 [biānjièxiàn] — пограничная линия
挑剔;tiāotī;придираться, придирчивость;
飞翔;fēixiáng;парить, кружиться в воздухе, планировать;
通缉;tōngjī;[en] order the arrest of a criminal
无赖;wúlái;нахальство, хамство;
以免;yǐmiǎn;во избежание;
统统;tǒngtǒng;собирать вместе, всё вместе;
搭配;dāpèi;комбинировать, сочетать(ся);搭配出售 [卖] [dāpèi chūshòu [mài] ] — продавать (товары) наборами
扰乱;rǎoluàn;дезорганизовать, нарушать (порядок);
饮食;yǐnshí;питание, еда и питьё;饮食制度 [yǐnshí zhìdù] — режим питания
热门;rèmén;повышенного спроса, ходовой, актуальный, модный;热门货 [rèménhuò] — ходовой товар; 热门话题 [rèmén huàtí] — модная тема
审查;shěnchá;проверять, контролировать;
谴责;qiǎnzé;осуждать, порицать, порицание, осуждение;
虚伪;xūwěi;фальшивый, ложный, лживый, лицемерный;虚伪报导 дезинформировать, дезинформация
测量;cèliáng;измерять, измерительный;
推翻;tuīfān;отвергнуть;
威力;wēilì;могущество, мощь, сила;
敬礼;jìnglǐ;приветствовать, отдавать честь;
吹牛;chuīniú;хвастаться, бахвалиться, хвастовство;
辨认;biànrèn;распознать, опознать;
特意;tèyì;специально, намеренно, нарочно;
激发;jīfā;воодушевить, поднять (напр., дух);
成天;chéngtiān;целый день, целыми днями;
姿态;zītài;манера, стиль;
奖赏;jiǎngshǎng;награждать, премировать;
发财;fācái;разбогатеть, нажиться;
压迫;yāpò;угнетать, гнёт, угнетение, иго;压迫者 [yāpòzhě] — угнетатель
金融;jīnróng;денежное обращение, финансы, финансовый, денежный;
界限;jièxiàn;грань, рамки, границы;
品尝;pǐncháng;пробовать, дегустировать;
丸;wán;пилюля;三丸药 [sān wán yào] — три пилюли [таблетки]
雕塑;diāosù;ваять, ваяние, скульптура;雕塑家 [diāosùjiā] — скульптор
种子;zhǒngzi;семя, семена;
可行;kěxíng;осуществимый, выполнимый, выйдет, пойдёт;
隐蔽;yǐnbì;укрыться, спрятаться, притаиться;
手势;shǒushì;жест, знак;打手势 [dǎ shǒushì] — сделать жест, подавать знаки рукой
共和国;gònghéguó;республика;
充足;chōngzú;достаточный;
人工;réngōng;рабочие руки, рабочий, работник;
群众;qúnzhòng;массы, массовый;群众组织 [qúnzhòng zùzhī] — массовые организации
水泥;shuǐní;цемент;
散发;sànfā;раздавать (напр., листовки), издавать, распространять (напр., аромат);
口气;kǒuqì;тон (речи);
公关;gōngguān;связь с общественностью, «пиар», PR;
产业;chǎnyè;промышленный, производственный, производство;产业工人 [chǎnyè gōngrén] — промышленные рабочие
采集;cǎijí;собирать, коллекционировать;
琢磨;zhuómó;гранить и шлифовать, отделывать, совершенствовать, оттачивать (напр., стиль);
气质;qìzhì;[en] temperament; disposition
旋律;xuánlǜ;мелодия;
品质;pǐnzhì;качество (напр., товара);
任命;rènmìng;назначить (напр., на должность);
争议;zhēngyì;спор, полемика, спорить, полемизировать;
颠倒;diāndǎo;перевернуть с ног на голову, шиворот-навыворот;颠倒黑白 [diāndǎo hēibái] — выдавать чёрное за белое, извращать истину
算数;suànshù;идти в счёт, считаться;
等级;děngjí;разряд, сорт, ранг, чин, сословие;
现状;xiànzhuàng;существующая обстановка, существующее положение, нынешнее состояние, статус-кво;维持现状 [wéichí xiànzhuàng] — сохранять статус-кво
宽容;kuānróng;[en] tolerant; lenient
