碎;suì;раздробленный, мелкий;碎煤块 [suì méikuài] — угольная крошка; 打碎 [dǎsuì] , — разбить вдребезги
在于;zàiyú;[en] lie in; be in; rest with; depend on
教训;jiāoxun;поучать, читать нотации, учить уму-разуму;
权力;quánlì;власть, полномочия;
稳定;wěndìng;стабильный, устойчивый, стабилизировать, стабильность, устойчивость;
尊敬;zūnjìng;уважать, почитать, уважение, уважаемый, дорогой;
玻璃;bōli;стекло, стеклянный;
数据;shùjù;цифровые данные;
坚强;jiānqiáng;сильный, крепкий, твёрдый;坚强意志 [jiānqiáng yìzhì] — твёрдая [несгибаемая] воля
勇气;yǒngqì;смелость, храбрость, мужество;
员工;yuángōng;[en] employee; staff; personnel
好奇;hàoqí;любопытный, любопытство;
了不起;liǎobuqǐ;необыкновенный, необычайный, замечательный, изумительный;
砍;kǎn;рубить, отрубить, разрубить;砍柴 [kǎnchái] — рубить дрова
假设;jiǎshè;предполагать, допускать, предположение;
土地;tǔdì;земля, земельный;土地改革 [tǔdì gǎigé] — земельная реформа
借口;jièkǒu;предлог, повод;
抱怨;bàoyuàn;роптать, жаловаться, сетовать;
承受;chéngshòu;получать в наследство, терпеть;承受能力 [chéngshòu nénglì] — способность выдержать нагрузку, запас прочности
时尚;shíshàng;модный, популярный;
病毒;bìngdú;вирус, вирусный;
设备;shèbèi;оборудование, оснащение;
硬;yìng;твёрдый, жёсткий, крепкий;比钢还硬 [bǐ gāng hái yìng] — твёрже стали; 硬席 [yìngxí] — жёсткое место (в вагоне)
娶;qǔ;жениться, брать в жёны;
过分;guòfèn;сверх меры, чрезмерно, чересчур;
投资;tóuzī;капиталовложения, инвестиции;
对象;duìxiàng;объект, возлюбленный, возлюбленная, жених, невеста;
一致;yīzhì;единодушный, единогласный, единый, единство;
魅力;mèilì;сила обаяния, шарм, харизма;
实验;shíyàn;эксперимент, проводить эксперимент;
恋爱;liàn’ài;любовь;谈恋爱 [tán liàn’ài] — объясняться в любви
话题;huàtí;тема разговора;
市场;shìchǎng;рынок, базар;国外市场 [guówài shìchǎng] — внешний рынок; 市场经济 [shìchǎng jīngjì] — рыночная экономика
团;tuán;группа, труппа, союз, организация;
建筑;jiànzhù;строить, сооружать, строительный, архитектурный;建筑群 [jiànzhùqún] — архитектурный ансамбль
王子;wángzǐ;принц;
损失;sǔnshī;потеря, ущерб, урон, убыток, понести убытки, потерять;
自豪;zìháo;гордиться, гордый;自豪感 [zìháogǎn] — чувство гордости
投入;tóurù;[en] put into operation; throw into; to invest
成熟;chéngshú;созреть, зрелый;
表明;biǎomíng;свидетельствовать, показывать, выражать;
幅;fú;полоса ткани, полотно, полотнище;幅画 [yīfú huà] — (одна) картина
骨头;gútou;кость, кости;
工具;gōngjù;орудие [производства], инструмент, инструментальный;
踩;cǎi;топтать, наступать на что-либо;把地踩平 [bǎ dì cǎipíng] — утоптать землю; 他踩了我一脚 [tā cǎile wǒ yī jiǎo] — он наступил мне на ногу
假如;jiǎrú;если, если бы, предположим, что;
合同;hétóng;контракт, соглашение, договор;
争取;zhēngqǔ;бороться за, добиваться, завоевать;
胸;xiōng;грудь;
当地;dāngdì;данное место, местный;当地时间 [dāngdì shíjiān] — местное время
微笑;wēixiāo;улыбаться, улыбка;
出口;chūkǒu;экспорт, выход (напр., из помещения);出口货 [chūkǒuhuò] — экспортные товары
蛇;shé;змея, змеиный;毒蛇 [dúshé] — ядовитая змея
乖;guāi;послушный;乖孩子 [guāi háizi] — послушный ребёнок, паинька
内部;nèibù;[en] internal; interior; inside (part, section)
姿势;zīshì;поза, положение тела;
瞎;xiā;ослепнуть, слепой;他一只眼瞎了 [tā yī zhī yǎn xiāle] — он ослеп на один глаз
卧室;wòshì;спальня;
手指;shǒuzhǐ;палец (на руке);
哎;āi;[en] hey!; (interjection of surprise or dissatisfaction)
资格;zīgé;квалификация, стаж;资格审查委员会 [zīgé shěnchá wěiyuánhuì] — мандатная комиссия
辞职;cízhí;уйти в отставку, уволиться с работы, отставка;
合法;héfǎ;законный, легальный;合法化 [héfǎhuà] — легализация, узаконивание
搜索;sōusuò;разыскивать, вести поиск, поиск;
工厂;gōngchǎng;завод, фабрика;
独立;dúlì;независимый, самостоятельный, независимость;独立国 [dúlìguó] — независимое государство; 独立自主 [dúlì zìzhǔ] — независимость и самостоятельность, независимый и самостоятельный
决赛;juésài;финал, финальная встреча;
网络;wǎngluò;сеть (напр., торговая), система;
毛病;máobìng;недостаток, изъян, ошибка, погрешность;
晕;yūn;потерять сознание, упасть в обморок;他晕倒了 [tā yūndǎole] — он упал в обморок [потерял сознание] •
公开;gōngkāi;открытый, гласный, публичный;公开信 [gōngkāixìn] — открытое письмо
观点;guāndiǎn;точка зрения, взгляд, подход, позиция;
说不定;shuōbudìng;возможно, может быть;
交换;jiāohuàn;обменивать(ся), обмен;商品交换 [shāngpǐn jiāohuàn] — обмен товарами, товарообмен
拥抱;yōngbào;обнять(ся), заключить в объятия;
万一;wànyī;крайний случай, случайность;以防万一 [yǐ fáng wànyī] — на всякий непредвиденный случай
发明;fāmíng;изобретать, изобретение, открытие;发明家 [fāmíngjiā] — изобретатель
重大;zhòngdà;[en] great; important; major
组合;zǔhé;составить, объединить, объединение, ассоциация;
思想;sīxiǎng;мысль, идея, идеология;
针对;zhēnduì;направить на [против], быть направленным против [на];
具体;jùtǐ;конкретный;具体化 [jùtǐhuà] — конкретизация, конкретизировать
领导;lǐngdǎo;руководить, руководство;
主题;zhǔtí;сюжет, главная идея (произведения);
牙齿;yáchǐ;[en] tooth
绕;rào;мотать, наматывать, обматывать, обходить (вокруг), кружить, объезжать;绕线 [ràoxiàn] — мотать нитки; 绕一个圈子 [rào yīge quānzi] — сделать один круг
主任;zhǔrèn;[en] director; head; chief
系领带;jìlǐngdài;завязывать галстук;
驾驶;jiàshǐ;управлять, водить, пилотировать вождение, управление;驾驶执照 [jiàshǐ zhízhào] — водительские права
应付;yìngfu;справиться (с делами), преодолеть (напр., трудность);
财产;cáichǎn;достояние, имущество, собственность, имущественный;私有财产 [sīyǒu cáichǎn] — частная собственность; 财产权 [cáichǎnquán] — имущественное право
吵架;chǎojià;ссориться, браниться, ссора;
高级;gāojí;высшая ступень, высокого разряда, первоклассный;
服装;fúzhuāng;одежда;服装设计师 [fúzhuāng shèjìshī] — модельер (одежды)
风险;fēngxiǎn;риск, рисковать;冒 … 风险 [mào… fēngxiǎn] — рисковать чем-либо
欧洲;ōuzhōu;Европа;
挡;dǎng;загораживать(ся), преграждать;别挡着道儿 [bié dǎngzhe dàor] — не загораживай дороги; 挡风 [dǎngfēng] — защищать(ся) от ветра
后果;hòuguǒ;последствия;
个性;gèxìng;характер, личность, индивидуальность;失去个性 [shīqù gèxìng] — утратить индивидуальность; 个性化 [gèxìnghuà] — индивидуализация
交往;jiāowǎng;поддерживать связь, общаться, общение;
避免;bìmiǎn;избегать, избавляться от;不可避免的 [bùkě bìmiǎnde] — неизбежный
立即;lìjí;на месте, тут же, немедленно, тотчас, сейчас;
批;pī;наложить резолюцию, санкционировать, утвердить, сч. сл. партия, группа;批货 [yī pī huò] — (одна) партия товара; 分批 [fēnpī] — группами, партиями
保留;bǎoliú;сохранять;保留老传统 [bǎoliú lǎo chuántǒng] — сохранять старые традиции
捡;jiǎn;поднимать (с земли), подбирать, собирать;捡柴 [jiǎn chái] — собирать хворост; 把笔捡起来 [bǎ bǐ jiǎnqilai] — поднять ручку [карандаш]
持续;chíxù;продолжаться, тянуться, длиться;
猴子;hóuzi;обезьяна;
采取;cǎiqǔ;принимать, предпринимать, применять, прибегать;采取措施 [cǎiqǔ cuòshī] — принимать меры
类型;lèixíng;[en] type
升;shēng;поднимать(ся), литр;升旗 [shēngqí] — поднять флаг; 升啤酒 [yī shēng píjiǔ] — литр пива
金属;jīnshǔ;металл, металлы, металлический;
合理;hélǐ;рациональный, разумный, справедливый;合理化 [hélǐhuà] — рационализация, рационализаторский; 合理化建议 [hélǐhuà jiànyì] — рационализаторское предложение
期间;qījiān;период, время, в период, во время;
暗;àn;тёмный, мрачный, тусклый;屋子太暗 [wūzi tài àn] — комната слишком тёмная
退休;tuìxiū;выйти [уйти] на пенсию;退休金 [tuìxiūjīn] — пенсия (по старости)
精力;jīnglì;энергия, силы;
产品;chǎnpǐn;продукция, продукты производства;
胡说;húshuō;болтать вздор, городить чушь, нести чепуху;
挥;huī;махать, размахивать;挥手 [huīshǒu] — махать рукой; 挥金如土 [huījīn rú tǔ] — бросать деньги на ветер, сорить деньгами
指挥;zhǐhuī;командовать, руководить, управлять, дирижировать;
自动;zìdòng;самодвижущийся, автоматический;
法院;fǎyuàn;суд, судебная палата;
丑;chǒu;некрасивый, уродливый;他长得很丑 [tā zhǎngde hěn chǒu] — он очень некрасив
平静;píngjìng;спокойный, тихий, утихнуть, успокоиться;
依然;yīrán;по-прежнему, всё ещё;
蹲;dūn;сидеть на корточках;蹲下来 [dūnxialai] — присесть на корточки; 蹲在家里 [dūn zài jiāli] — сидеть дома
发表;fābiǎo;опубликовать, напечатать;
演讲;yǎnjiǎng;выступать (с речью);
滴;dī;капать, капля;滴眼药 [dī yǎnyào] — закапать глазные капли; 雨滴 [yǔdī] — капли дождя
成长;chéngzhǎng;расти, рост;
深刻;shēnkè;глубокий, серьёзный, глубоко;
划;huà, huá;[en] delimit; to transfer; assign | to row; to paddle; to scratch
光临;guānglín;прибыть, пожаловать, посетить;
诗;shī;стих, стихотворение, стихи;一首诗 [yī shǒu shī] — одно стихотворение
占;zhàn, zhān;[en] occupy; seize; to constitute | to divine; fortune telling
唉;āi;да, ох, эх, ах;唉 , 我这就去 [āi, wǒ zhè jiù qù] — да [ладно], я сейчас иду
背景;bèijǐng;задняя декорация, задний план, задник, фон;历史背景 [lìshǐ bèijǐng] — исторический фон
救护车;jiùhùchē;машина скорой помощи;
模仿;mófǎng;подражать, имитировать, копировать;
采访;cǎifǎng;брать интервью, интервью, репортаж;接受 … 采访 [jiēshòu… cǎifǎng] — дать кому-либо интервью
评价;píngjià;оценивать, давать оценку;高度评价 [gāodù píngjià] — высоко оценить
强烈;qiángliè;сильный, мощный, решительный, резкий;强烈谴责 [qiángliè qiǎnzé] — резко осудить
挣;zhèng, zhēng;[en] to earn | to struggle
阶段;jiēduàn;этап, стадия, фаза, ступень, период;
违反;wéifǎn;противоречить, нарушать, идти вразрез с;违反纪律 [wéifǎn jìlǜ] — нарушать дисциплину
否认;fǒurèn;не признавать, отрицать;
逃避;táobì;уклоняться, увиливать;
频道;píndào;телевизионный канал;
物质;wùzhì;материя, вещество, материальный;物质文明 [wùzhì wénmíng] — материальная культура
时期;shíqī;период, срок, время;
传说;chuánshuō;ходят слухи, говорят, предание, легенда, сказание;
射击;shèjī;стрелять, вести огонь, стрельба, огонь, стрелковый;
伸;shēn;вытягивать(ся), протягивать(ся), высовывать;伸出 [shēnchū] — протянуть (напр., руку) , высунуть (напр., голову в окно); 伸舌头 [shēn shétou] — высунуть язык
愿望;yuànwàng;чаяния, желания, устремления;
形象;xíngxiàng;образ, образный;塑造形象 [sùzào xíngxiàng] — создать образ (напр., литературный); 形象思维 [xíngxiàng sīwéi] — образное мышление
兔子;tùzi;заяц, кролик, бран. импотент, педераст;
事物;shìwù;вещь, явление;
绳子;shéngzi;верёвка;
发挥;fāhuī;проявить, выявить, (полностью) раскрыть;发挥才智 [fāhuī cáizhì] — раскрыть [проявить] свои умственные возможности [таланты]; 发挥作用 [fāhuī zuòyòng] — сыграть роль
纪念;jìniàn;отмечать (дату), чтить (память), юбилейный, памятный;纪念币 [jìniànbì] — памятная монета
倒霉;dǎoméi;потерпеть неудачу, не повезло!;真倒霉 ! [zhēn dǎoméi] — вот не везёт!
使劲儿;shǐjìnr;поднатуживаться, напрягать силы, стараться;
毕竟;bìjìng;в конце концов, всё-таки, всё же;
道德;dàodé;нравственность, этика, мораль, моральный;道德面貌 [dàodé miànmào] — моральный облик; 道德败坏 [dàodé bàihuài] — моральное разложение
安慰;ānwèi;утешать, успокаивать, утешение;
肌肉;jīròu;мышцы, мускулы;
娱乐;yúlè;увеселительный;文化娱乐 [wénhuà yúlè] — культурные развлечения
睁;zhēng;раскрыть [открыть] глаза;睁大眼睛 [zhēngdà yǎnjing] — широко раскрыть [открыть] глаза
经典;jīngdiǎn;классика, классический;
显得;xiǎnde;выглядеть, казаться;
追求;zhuīqiú;стремиться к чему-либо, гнаться (напр., за славой);
进步;jìnbù;прогресс, прогрессивный;
趁;chèn;воспользоваться;趁机会 [chèn jīhuì] — воспользоваться случаем; 趁热打铁 [chènrè dàtiě] — куй железо, пока горячо
敏感;mǐngǎn;чувствительность, чутьё;
博物馆;bówùguǎn;музей;
遵守;zūnshǒu;соблюдать, следовать чему-либо, придерживаться чего-либо;遵守交通规则 [zūnshǒu jiāotōng guīzé] — соблюдать правила дорожного движения
煮;zhǔ;варить, кипятить;煮土豆 [zhǔ tǔdòu] — варить картофель; 煮水 [zhǔ shuǐ] — кипятить воду
承担;chéngdān;брать [принимать] на себя, нести;承担责任 [chéngdān zérèn] — нести ответственность; 承担风险 [chéngdān fēngxiǎn] — брать на себя риск, рисковать
拆;chāi;вскрыть, распаковать, разбирать, демонтировать;拆信 [chāi xìn] — вскрыть письмо; 拆机器 [chāi jīqi] — разобрать машину
天空;tiānkōng;небосвод, небо;
至于;zhìyú;дойти до, до;
骂;mà;ругать(ся);
登记;dēngjì;регистрировать, регистрация;结婚登记 [jiéhūn dēngjì] — регистрация брака; 登记簿 [dēngjìbù] — регистрационная книга, реестр
指导;zhǐdǎo;вести, руководить, руководящий;
不安;bù’ān;беспокойство, тревога, волнение;
相关;xiāngguān;быть взаимно связанным, касаться;
身材;shēncái;фигура, телосложение, рост;
讽刺;fěngcì;высмеивать, насмехаться, ирония, сатира, сатирический;
抓紧;zhuājǐn;основательно взяться за что-либо, по-настоящему заняться чем-либо;
圆;yuán;круглый;圆桌子 [yuán zhuōzi] — круглый стол
沉默;chénmò;молчать, молчание, молчаливый;保持沉默 [bǎochí chénmò] — сохранять молчание
严肃;yánsù;суровый, строгий, серьёзный, быть строгим;
配合;pèihé;координировать, взаимодействовать, согласовывать, взаимодействие;
称呼;chēnghu;называть, звать, величать, именовать;客气的称呼 [kèqide chēnghu] — вежливое обращение
逗;dòu;забавлять(ся);逗孩子玩 [dòu háizi wán] — играть с ребёнком; 他在逗你 [tā zàidòu nǐ] — это он шутит с тобой
标志;biāozhì;показатель, критерий, знак;
摇;yáo;качать(ся), раскачивать(ся);摇头 [yáotóu] — качать головой (неодобрительно)
平常;píngcháng;обычный, обыкновенный, обычно;
完整;wánzhěng;целостный, целый, законченный, цельный;领土完整 [lǐngtǔ wánzhěng] — территориальная целостность
肩膀;jiānbǎng;плечо, плечи;
宣传;xuānchuán;пропагандировать, агитировать, пропаганда, агитация;宣传画 [xuānchuánhuà] — агитплакат
谈判;tánpàn;переговоры, вести переговоры;
隔壁;gébì;по соседству (через стену), соседний;
自私;zìsī;себялюбие, эгоизм;
商业;shāngyè;торговля, коммерция, торговый, коммерческий;商业部 [shāngyèbù] — министерство торговли; 商业网 [shāngyèwǎng] — торговая сеть
沙漠;shāmò;пустыня;
手套;shǒutào;перчатки, варежки;
亿;yì;сто миллионов;
面临;miànlín;стоять перед лицом чего-либо;
等于;děngyú;равняться чему-либо;
当心;dāngxīn;быть осторожным, остерегаться, осторожно!, будьте осторожны!;
课程;kèchéng;курс (лекций);
经营;jīngyíng;хозяйствовать, менеджмент;经营机制 [jīngyíng jīzhì] — механизм хозяйствования
出席;chūxí;присутствовать, принять участие (напр., в совещании);
字母;zìmǔ;буква, алфавит, алфавитный;
项链;xiàngliàn;ожерелье, колье;
资金;zījīn;средства, капитал;
哪怕;nǎpà;хотя бы, пусть [даже];
原则;yuánzé;принцип, основные положения;
劝;quàn;убеждать, уговаривать, советовать;你劝劝他 [nǐ quànquàn tā] — уговори [убеди] его
纪录;jìlù;рекорд;
玉米;yùmǐ;кукуруза, маис;
灰;huī;зола, пепел, серый;烟灰 [yānhuī] — табачный пепел; 灰马 [huīmǎ] — серая лошадь
宠物;chǒngwù;домашние животные;
广场;guǎngchǎng;площадь (городская);
限制;xiànzhì;ограничить, ограничение;无限制地 [wúxiànzhìde] — без всяких ограничений, неограниченно
无数;wúshù;бесчисленный, несметный;
烫;tàng;горячий, обжигать(ся), подогревать, разогревать;茶太烫 [chá tài tàng] — чай слишком горячий; 他把手烫了 [tā bǎ shǒu tàngle] — он обжёг себе руку
善良;shànliáng;добрый, добросердечный;善良人士 [shànliáng rénshì] — люди доброй воли
表面;biǎomiàn;внешняя сторона, внешний, поверхностный;
智慧;zhìhuì;мудрость, ум;
主席;zhǔxí;председатель;
主动;zhǔdòng;по собственной инициативе, проявлять инициативу;
联合;liánhé;соединять(ся), соединение, коалиция, объединение, объединяться;联合声明 [liánhé shēngmíng] — совместное заявление
漏;lòu;протекать, пропускать (воду), течь;漏水 [lòushuǐ] — протекать, пропускать воду; 漏气 [lòuqì] — утечка газа
气氛;qìfèn;атмосфера;在友好的气氛中 [zài yǒuhǎode qìfèn zhōng] — в дружественной атмосфере
批准;pīzhǔn;утвердить, санкционировать, ратифицировать;批准书 [pīzhǔnshū] — ратификационная грамота
可靠;kěkào;надёжный, верный;
体验;tǐyàn;познать, постичь (на собственном опыте);
录音;lùyīn;звукозапись, звукозаписывающий;
黄金;huángjīn;золото, золотой;
编辑;biānjí;редактировать, редакция;总编辑 [zǒngbiānjí] — главный редактор
优势;yōushì;преимущество, превосходство;占优势 [zhàn yōushì] — иметь превосходство [перевес]; 军事优势 [jūnshì yōushì] — военное превосходство
临时;línshí;когда наступит время, в нужный момент;
温柔;wēnróu;ласковый, кроткий, нежный, мягкий;
成就;chéngjiù;достижения, успехи;
方案;fāng’àn;проект, предложение, план;
形容;xíngróng;изображать, описывать;
利益;lìyì;интересы, польза, выгода;
询问;xúnwèn;спрашивать, расспрашивать;
捐;juān;жертвовать, сбор, налог;捐钱 [juān qián] — пожертвовать деньги; 房捐 [fángjuān] — налог на домовладение
军事;jūnshì;военное дело, воинский, военный;
销售;xiāoshòu;сбывать, реализовывать;销售学 [xiāoshòuxué] — маркетинг
结论;jiélùn;заключение, вывод;
平衡;pínghéng;баланс, равновесие, сбалансировать, уравновесить;
良好;liánghǎo;хороший, прекрасный;
自愿;zìyuàn;добровольный, добровольно;
工人;gōngrén;рабочий;工人党 [gōngréndǎng] — рабочая партия
祝福;zhùfú;пожелать счастья, благословить;
措施;cuòshī;принимать меры, меры;采取措施 [cǎiqǔ cuòshī] — принять меры, предпринять шаги
化学;huàxué;химия, химический;
调整;tiáozhěng;урегулировать, упорядочить, урегулирование, упорядочение;
胃;wèi;желудок, желудочный;
过敏;guòmǐn;аллергия;
包裹;bāoguǒ;узел, пакет, посылка;寄包裹 [jì bāoguǒ] — отправить посылку
妇女;fùnǚ;женщина, женский;
总算;zǒngsuàn;в конечном итоге, в конце концов, наконец-то;
地毯;dìtǎn;ковёр;
宴会;yànhuì;банкет, званый обед;
怀念;huáiniàn;вспоминать, скучать, тосковать;
代替;dàitì;заменять, вместо, за;
干脆;gāncuì;прямо, без обиняков, начистоту;
温暖;wēnnuǎn;тёплый, теплота;
出版;chūbǎn;издавать, выпускать (напр., журнал);出版物 [chūbǎnwù] — издание, публикация
主持;zhǔchí;руководить, вести (напр., собрание), председательствовать;
连续;liánxù;[en] continually; in a row; successively
缺乏;quēfá;недоставать, не хватать;
义务;yìwù;долг, обязанность, обязательный;十年制义务教育 [shíniánzhì yìwù jiàoyù] — обязательное десятилетнее образование
蜜蜂;mìfēng;медоносная пчела;
夸;kuā;хвастать(ся), задаваться;自夸 [zìkuā] — похваляться, хвастаться
夸张;kuāzhāng;[en] exaggerate; overstate; exaggerated; overstated; vaunted; hyperbole
保存;bǎocún;хранить, сохранять;保存古迹 [bǎocún gǔjī] — сохранять древние памятники
如今;rújīn;ныне, теперь, в настоящее время;
不如;bùrú;уступать кому-либо/чему-либо в чём-либо, быть хуже;我这匹马不如你那匹马快 моя лошадь не так быстра, как твоя
迟早;chízǎo;[en] sooner or later
电台;diàntái;радиостанция;
推荐;tuījiàn;рекомендовать, предлагать, выдвигать (напр., на должность);
鼓掌;gǔzhǎng;аплодировать, аплодисменты;
撕;sī;рвать, разрывать, сорвать;撕成两半 [sīchéng liǎng bàn] — разорвать на две части (пополам); 撕下假面具 [sīxià jiǎmiànjù] , — сорвать маску
糊涂;hútu;глупый, бестолковый;
咨询;zīxún;справляться, консультироваться, консультативный;咨询电话 [zīxún diànhuà] — телефон для справок
燃烧;ránshāo;гореть, горение;
豪华;háohuá;роскошный, великолепный, пышный;
青;qīng;синий, голубой, зелёный, зелень;青天 [qīngtiān] — синее [голубое] небо; 青草 [qīngcǎo] — зелёная трава
轻易;qīngyì;[en] easily; lightly; rashly
软;ruǎn;мягкий, гибкий;软椅 [ruǎnyǐ] — мягкий стул; 软包装 [ruǎn bāozhuāng] — мягкая упаковка
人口;rénkǒu;население;人口爆炸 [rénkǒu bàozhà] — демографический взрыв; 人口普查 [rénkǒu pǔchá] — перепись населения
银;yín;серебро, серебряный, серебристый;
功能;gōngnéng;функция, назначение;
明确;míngquè;ясный, чёткий, определённый;
激烈;jīliè;ожесточённый, яростный, бурный, острый;
把握;bǎwò;уверенность, гарантия;没有成功的把握 [méiyǒu chénggōngde bǎwò] — нет гарантии в успехе
集合;jíhé;собирать(ся), сосредоточивать(ся);集合点 [jíhédiǎn] — место сбора
秘书;mìshū;секретарь;私人秘书 [sīrén mìshū] — личный секретарь
扶;fú;поддерживать (под руку), помогать идти, подсаживать, помогать, оказывать помощь, поддерживать;他扶着盲人过街 [tā fúzhe mángrén guòjiē] — он помог слепому перейти улицу
闯;chuǎng;ворваться, вломиться;闯进房间 [chuǎngjìn fángjiān] — ворваться в квартиру
事先;shìxiān;заранее, заблаговременно;
复制;fùzhì;копировать, дублировать, репродуцировать;复制件 [fùzhìjiàn] — копия (напр., документа) , дубликат
闪电;shǎndiàn;молния;闪电战 [shǎndiànzhàn] — молниеносная война
摄影;shèyǐng;фотографировать;
车库;chēkù;гараж;
破产;pòchǎn;обанкротиться, банкротство, крах;
沙滩;shātān;песчаная отмель, пляж;
移民;yímín;переселенец, эмигрант, эмиграция, иммиграция;
着火;zháohuǒ;[en] catch fire; ignite
赞成;zànchéng;одобрить, согласиться;
热爱;rè’ài;горячо любить, горячая любовь;
日期;rìqī;дата, срок;
摩托车;mótuōchē;мотоцикл;
形式;xíngshì;форма, вид, тип;形式上 [xíngshìshang] — формально; 形式主义 [xíngshìzhǔyì] — формализм
结合;jiéhé;сочетать, соединять, связывать, увязывать;
矛盾;máodùn;противоречие;
相似;xiāngsì;походить друг на друга, сходный, аналогичный, подобный, подобие;
现象;xiànxiàng;явления, феномен;
领域;lǐngyù;сфера, область;
充分;chōngfèn;достаточный, полный, полностью, в полной мере;
电池;diànchí;электробатарея, элемент;
据说;jùshuō;как говорят, передают, что, по чьим-либо словам;
平安;píng'ān;[en] safe and sound
家乡;jiāxiāng;родной край, родина;
迅速;xùnsù;скорый, быстрый, стремительный;
前途;qiántú;перспективы, будущее, будущность;
现代;xiàndài;современность, современный, новейший;
成立;chénglì;создать, учредить, основать;
弱;ruò;слабый, хилый;身体弱 [shēntǐ ruò] — здоровье слабое, слаб здоровьем
妨碍;fáng’ài;препятствовать, мешать;
装饰;zhuāngshì;украшать, отделывать, отделка, украшения;
诊断;zhěnduàn;ставить диагноз, диагноз;
资源;zīyuán;ресурсы;人力资源 [rénlì zīyuán] — людские ресурсы; 天然资源 [tiānrán zīyuán] — природные ресурсы
成人;chéngrén;[en] adult; to grow up; become full-grown
独特;dútè;своеобразный, специфический, оригинальный, особенный;独特性 [dútèxìng] — своеобразие, исключительность, оригинальность
体会;tǐhuì;уяснить, понять;
腰;yāo;поясница, талия, пояс;细腰 [xìyāo] — тонкая талия; 裤腰 [kùyāo] — пояс брюк
生产;shēngchǎn;производить, вырабатывать;
播放;bōfàng;вещание, проигрывать (фильм);
光明;guāngmíng;блеск, слава, свет, светлый, блестящий;
贷款;dàikuǎn;кредитовать, ссужать;向银行贷款 [xiàng yínháng dàikuǎn] — получать кредит [брать ссуду] в банке
胆小鬼;dǎnxiǎoguǐ;трус, трусишка;
钓;diào;удить;钓鱼 [diàoyú] — удить рыбу
地震;dìzhèn;землетрясение;地震学 [dìzhènxué] — сейсмология
转变;zhuǎnbiàn;переменить(ся), изменить(ся), перемена, поворот;
组成;zǔchéng;образовать, сформировать, составить;组成部分 [zǔchéng bùfen] — составная часть
最初;zuìchū;в самом начале, первоначально, сначала, вначале;
摘;zhāi;снимать (шляпу), срывать (цветы), собирать (плоды);摘帽子 [zhāi màozi] — снять шляпу [шапку]
各自;gèzì;каждый сам (по себе), каждый в отдельности;
专心;zhuānxīn;сосредоточиться, отдаться целиком;
告别;gàobié;расставаться, прощаться, прощальный;向亲友告别 [xiàng qīnyǒu gàobié] — проститься с родственниками и друзьями; 告别宴会 [gàobié yànhuì] — прощальный банкет
贡献;gòngxiàn;приносить (платить) дань, делать (вносить) вклад, вносить [свою] лепту, жертвовать, посвящать, отдавать;对 … 作出贡献 [dùi… zuòchū gòngxiàn] — внести вклад в (какое-либо дело)
始终;shǐzhòng;с начала до конца, всё время, всегда;
地位;dìwèi;положение, место;社会地位 [shèhuì dìwèi] — общественное [социальное] положение; 法律地位 [fǎlǜ dìwèi] — правовое положение, статус
打交道;dǎ jiāodào;поддерживать с кем-либо контакты, иметь с кем-либо/чем-либо дело, контактировать;
账户;zhànghù;[en] bank account
股票;gǔpiào;акция;
行业;hángyè;отрасль;服务行业 [fúwù hángyè] — сервис, сфера обслуживания
形成;xíngchéng;образоваться, сложиться, сформироваться;
戏剧;xìjù;драма, театр;戏剧界 [xìjùjiè] — театральные круги
执照;zhízhào;удостоверение, права (водительские), патент, лицензия;
沟通;gōutōng;соединить, связать;
汽油;qìyóu;бензин;汽油机 [qìyóujī] — бензиновый двигатель
健身;jiànshēn;[en] work out; body-building
披;pī;накинуть, набросить внакидку;披上大衣 [pīshang dàyī] — накинуть пальто
寂寞;jìmò;скучный, тоскливый, одинокий, скука;
单位;dānwèi;единица [измерения];长度单位 [chángdù dānwèi] — единица длины
论文;lùnwén;статья, трактат, диссертация;学术论文 [xuéshù lùnwén] — научная статья
多亏;duōkuī;благодаря кому-либо/чему-либо, спасибо, что;多亏你的帮助 [duōkuī nǐde bāngzhù] — спасибо, что вы помогли
固定;gùdìng;постоянный, основной;固定资本 [gùdìng zìběn] — основной капитал
口味;kǒuwèi;вкус;
册;cè;реестр, список, книга (напр., записей), альбом, том, книга, экземпляр;画册 [huàcè] — художественный альбом; 上册 [shàngcè] — первый том (из двух или трёх)
注册;zhùcè;регистрировать, регистрация;
英俊;yīngjùn;талантливый, выдающийся;
木头;mùtou;дерево, деревянный;
果然;guǒrán;действительно, в самом деле;
公布;gōngbù;опубликовать, обнародовать;
至今;zhìjīn;до сих пор, до сего времени, до настоящего времени;
乐观;lèguān;оптимистичный, оптимистический, оптимизм;
争论;zhēnglùn;спорить, полемизировать, спор, полемика;
陌生;mòshēng;незнакомый;陌生人 [mòshēngrén] — незнакомый (человек), незнакомец
名片;míngpiàn;визитная карточка;
业余;yèyú;в свободное от работы время, без отрыва от производства;业余学校 [yèyú xuéxiào] — вечерняя школа
人才;réncái;кадры, (высококвалифицированные) работники, таланты;
失业;shīyè;потерять работу, безработица, безработный;失业率 [shīyèlǜ] — процент безработных, уровень безработицы
难怪;nánguài;не удивительно, что;
歪;wāi;кривой, косой, исправиться, покоситься;墙歪了 [qiáng wāile] — стена покосилась
全面;quánmiàn;всесторонний, всеобщий, полный;
